
  Device - TelePole ll Meter LR internal Detector    Serial Number- 427023-188
  Device - TelePole ll External WR Detector    Serial Number- 428023-146

  RMV Data Points - 22/02/2024

Time,Device,Rate,Dose,Status
11:21:44,Meter,1.55 mR/h,0.150 mR,OK
11:21:43,Detector,0.05 mR/h,0.190 mR,OK
11:21:42,Meter,1.55 mR/h,0.150 mR,OK
11:21:41,Detector,0.05 mR/h,0.190 mR,OK
11:21:40,Meter,1.55 mR/h,0.150 mR,OK
11:21:39,Detector,0.06 mR/h,0.190 mR,OK
11:21:38,Meter,1.55 mR/h,0.150 mR,OK
11:21:37,Detector,0.06 mR/h,0.190 mR,OK
11:21:36,Meter,1.55 mR/h,0.140 mR,OK
11:21:35,Detector,0.06 mR/h,0.190 mR,OK
11:21:34,Meter,1.55 mR/h,0.140 mR,OK
11:21:33,Detector,0.06 mR/h,0.190 mR,OK
11:21:32,Meter,1.55 mR/h,0.140 mR,OK
11:21:31,Detector,0.01 mR/h,0.190 mR,OK
11:21:30,Meter,1.55 mR/h,0.140 mR,OK
11:21:29,Detector,0 mR/h,0.190 mR,OK
11:21:28,Meter,1.6 mR/h,0.140 mR,OK
11:21:27,Detector,0 mR/h,0.190 mR,OK
11:21:26,Meter,1.6 mR/h,0.140 mR,OK
11:21:25,Detector,0.13 mR/h,0.190 mR,OK
11:21:24,Meter,1.6 mR/h,0.140 mR,OK
11:21:23,Detector,0.15 mR/h,0.190 mR,OK
11:21:22,Meter,1.66 mR/h,0.140 mR,OK
11:21:21,Detector,0.16 mR/h,0.190 mR,OK
11:21:20,Meter,1.66 mR/h,0.140 mR,OK
11:21:19,Detector,0.18 mR/h,0.190 mR,OK
11:21:18,Meter,1.66 mR/h,0.140 mR,OK
11:21:17,Detector,0.05 mR/h,0.190 mR,OK
11:21:16,Meter,1.66 mR/h,0.140 mR,OK
11:21:15,Detector,0.04 mR/h,0.190 mR,OK
11:21:14,Meter,1.66 mR/h,0.130 mR,OK
11:21:13,Detector,0.04 mR/h,0.190 mR,OK
11:21:12,Meter,1.66 mR/h,0.130 mR,OK
11:21:11,Detector,0.04 mR/h,0.190 mR,OK
11:21:10,Meter,1.66 mR/h,0.130 mR,OK
11:21:09,Detector,0.04 mR/h,0.190 mR,OK
11:21:08,Meter,1.66 mR/h,0.130 mR,OK
11:21:07,Detector,0.04 mR/h,0.190 mR,OK
11:21:06,Meter,1.66 mR/h,0.130 mR,OK
11:21:05,Detector,0.05 mR/h,0.190 mR,OK
11:21:04,Meter,1.66 mR/h,0.130 mR,OK
11:21:03,Detector,0.04 mR/h,0.190 mR,OK
11:21:02,Meter,1.72 mR/h,0.130 mR,OK
11:21:01,Detector,0.04 mR/h,0.190 mR,OK
11:21:00,Meter,1.72 mR/h,0.130 mR,OK
11:20:59,Detector,0.04 mR/h,0.190 mR,OK
11:20:58,Meter,1.72 mR/h,0.130 mR,OK
11:20:57,Detector,0.05 mR/h,0.190 mR,OK
11:20:56,Meter,1.65 mR/h,0.130 mR,OK
11:20:55,Detector,0.04 mR/h,0.190 mR,OK
11:20:54,Meter,1.72 mR/h,0.130 mR,OK
11:20:53,Detector,0.05 mR/h,0.190 mR,OK
11:20:52,Meter,1.72 mR/h,0.120 mR,OK
11:20:51,Detector,0.05 mR/h,0.190 mR,OK
11:20:50,Meter,1.72 mR/h,0.120 mR,OK
11:20:49,Detector,0.05 mR/h,0.190 mR,OK
11:20:48,Meter,1.62 mR/h,0.120 mR,OK
11:20:47,Detector,0.05 mR/h,0.190 mR,OK
11:20:46,Meter,1.62 mR/h,0.120 mR,OK
11:20:45,Detector,0.04 mR/h,0.190 mR,OK
11:20:44,Meter,1.68 mR/h,0.120 mR,OK
11:20:43,Detector,0.05 mR/h,0.190 mR,OK
11:20:42,Meter,1.68 mR/h,0.120 mR,OK
11:20:41,Detector,0.05 mR/h,0.190 mR,OK
11:20:40,Meter,1.68 mR/h,0.120 mR,OK
11:20:39,Detector,0.05 mR/h,0.190 mR,OK
11:20:38,Meter,1.68 mR/h,0.120 mR,OK
11:20:37,Detector,0.05 mR/h,0.190 mR,OK
11:20:36,Meter,1.68 mR/h,0.120 mR,OK
11:20:35,Detector,0.04 mR/h,0.190 mR,OK
11:20:34,Meter,1.68 mR/h,0.120 mR,OK
11:20:33,Detector,0.05 mR/h,0.190 mR,OK
11:20:32,Meter,1.68 mR/h,0.120 mR,OK
11:20:31,Detector,0.05 mR/h,0.190 mR,OK
11:20:30,Meter,1.68 mR/h,0.110 mR,OK
11:20:29,Detector,0.05 mR/h,0.190 mR,OK
11:20:28,Meter,1.68 mR/h,0.110 mR,OK
11:20:27,Detector,0.05 mR/h,0.190 mR,OK
11:20:26,Meter,1.68 mR/h,0.110 mR,OK
11:20:25,Detector,0.04 mR/h,0.190 mR,OK
11:20:24,Meter,1.63 mR/h,0.110 mR,OK
11:20:23,Detector,0.04 mR/h,0.190 mR,OK
11:20:22,Meter,1.63 mR/h,0.110 mR,OK
11:20:21,Detector,0.04 mR/h,0.190 mR,OK
11:20:20,Meter,1.63 mR/h,0.110 mR,OK
11:20:19,Detector,0.04 mR/h,0.190 mR,OK
11:20:18,Meter,1.71 mR/h,0.110 mR,OK
11:20:17,Detector,0.04 mR/h,0.190 mR,OK
11:20:16,Meter,1.71 mR/h,0.110 mR,OK
11:20:15,Detector,0.03 mR/h,0.190 mR,OK
11:20:14,Meter,1.71 mR/h,0.110 mR,OK
11:20:13,Detector,0.03 mR/h,0.190 mR,OK
11:20:12,Meter,1.71 mR/h,0.110 mR,OK
11:20:11,Detector,0.03 mR/h,0.190 mR,OK
11:20:10,Meter,1.71 mR/h,0.110 mR,OK
11:20:09,Detector,0.03 mR/h,0.190 mR,OK
11:20:08,Meter,1.71 mR/h,0.100 mR,OK
11:20:07,Detector,0.03 mR/h,0.190 mR,OK
11:20:06,Meter,1.71 mR/h,0.100 mR,OK
11:20:05,Detector,0.03 mR/h,0.190 mR,OK
11:20:04,Meter,1.71 mR/h,0.100 mR,OK
11:20:03,Detector,0.03 mR/h,0.190 mR,OK
11:20:02,Meter,1.71 mR/h,0.100 mR,OK
11:20:01,Detector,0.03 mR/h,0.190 mR,OK
11:20:00,Meter,1.71 mR/h,0.100 mR,OK
11:19:59,Detector,0.04 mR/h,0.190 mR,OK
11:19:58,Meter,1.65 mR/h,0.100 mR,OK
11:19:57,Detector,0.04 mR/h,0.190 mR,OK
11:19:56,Meter,1.65 mR/h,0.100 mR,OK
11:19:55,Detector,0.04 mR/h,0.190 mR,OK
11:19:54,Meter,1.65 mR/h,0.100 mR,OK
11:19:53,Detector,0.04 mR/h,0.190 mR,OK
11:19:52,Meter,1.65 mR/h,0.100 mR,OK
11:19:51,Detector,0.03 mR/h,0.190 mR,OK
11:19:50,Meter,1.65 mR/h,0.100 mR,OK
11:19:49,Detector,0.03 mR/h,0.190 mR,OK
11:19:48,Meter,1.75 mR/h,0.090 mR,OK
11:19:47,Detector,0.04 mR/h,0.190 mR,OK
11:19:46,Meter,1.68 mR/h,0.090 mR,OK
11:19:45,Detector,0.04 mR/h,0.190 mR,OK
11:19:44,Meter,1.68 mR/h,0.090 mR,OK
11:19:43,Detector,0.04 mR/h,0.190 mR,OK
11:19:42,Meter,1.59 mR/h,0.090 mR,OK
11:19:41,Detector,0.04 mR/h,0.190 mR,OK
11:19:40,Meter,1.59 mR/h,0.090 mR,OK
11:19:39,Detector,0.04 mR/h,0.190 mR,OK
11:19:38,Meter,1.59 mR/h,0.090 mR,OK
11:19:37,Detector,0.04 mR/h,0.190 mR,OK
11:19:36,Meter,1.59 mR/h,0.090 mR,OK
11:19:35,Detector,0.04 mR/h,0.190 mR,OK
11:19:34,Meter,1.59 mR/h,0.090 mR,OK
11:19:33,Detector,0.05 mR/h,0.190 mR,OK
11:19:32,Meter,1.59 mR/h,0.090 mR,OK
11:19:31,Detector,0.05 mR/h,0.190 mR,OK
11:19:30,Meter,1.59 mR/h,0.090 mR,OK
11:19:29,Detector,0.05 mR/h,0.190 mR,OK
11:19:28,Meter,1.59 mR/h,0.090 mR,OK
11:19:27,Detector,0.05 mR/h,0.190 mR,OK
11:19:26,Meter,1.59 mR/h,0.090 mR,OK
11:19:25,Detector,0.05 mR/h,0.190 mR,OK
11:19:24,Meter,1.59 mR/h,0.080 mR,OK
11:19:23,Detector,0.06 mR/h,0.190 mR,OK
11:19:22,Meter,1.59 mR/h,0.080 mR,OK
11:19:21,Detector,0.05 mR/h,0.190 mR,OK
11:19:20,Meter,1.59 mR/h,0.080 mR,OK
11:19:19,Detector,0.05 mR/h,0.190 mR,OK
11:19:18,Meter,1.59 mR/h,0.080 mR,OK
11:19:17,Detector,0.05 mR/h,0.190 mR,OK
11:19:16,Meter,1.59 mR/h,0.080 mR,OK
11:19:15,Detector,0.04 mR/h,0.190 mR,OK
11:19:14,Meter,1.59 mR/h,0.080 mR,OK
11:19:13,Detector,0.05 mR/h,0.190 mR,OK
11:19:12,Meter,1.59 mR/h,0.080 mR,OK
11:19:11,Detector,0.05 mR/h,0.190 mR,OK
11:19:10,Meter,1.59 mR/h,0.080 mR,OK
11:19:09,Detector,0.04 mR/h,0.190 mR,OK
11:19:08,Meter,1.59 mR/h,0.080 mR,OK
11:19:07,Detector,0.04 mR/h,0.190 mR,OK
11:19:06,Meter,1.59 mR/h,0.080 mR,OK
11:19:05,Detector,0.04 mR/h,0.190 mR,OK
11:19:04,Meter,1.59 mR/h,0.080 mR,OK
11:19:03,Detector,0.05 mR/h,0.190 mR,OK
11:19:02,Meter,1.59 mR/h,0.070 mR,OK
11:19:01,Detector,0.05 mR/h,0.190 mR,OK
11:19:00,Meter,1.59 mR/h,0.070 mR,OK
11:18:59,Detector,0.05 mR/h,0.190 mR,OK
11:18:58,Meter,1.59 mR/h,0.070 mR,OK
11:18:57,Detector,0.05 mR/h,0.190 mR,OK
11:18:56,Meter,1.59 mR/h,0.070 mR,OK
11:18:55,Detector,0.06 mR/h,0.190 mR,OK
11:18:54,Meter,1.59 mR/h,0.070 mR,OK
11:18:53,Detector,0.06 mR/h,0.190 mR,OK
11:18:52,Meter,1.66 mR/h,0.070 mR,OK
11:18:51,Detector,0.06 mR/h,0.190 mR,OK
11:18:50,Meter,1.66 mR/h,0.070 mR,OK
11:18:49,Detector,0.06 mR/h,0.190 mR,OK
11:18:48,Meter,1.66 mR/h,0.070 mR,OK
11:18:47,Detector,0.05 mR/h,0.190 mR,OK
11:18:46,Meter,1.66 mR/h,0.070 mR,OK
11:18:45,Detector,0.06 mR/h,0.190 mR,OK
11:18:44,Meter,1.72 mR/h,0.070 mR,OK
11:18:43,Detector,0.06 mR/h,0.190 mR,OK
11:18:42,Meter,1.72 mR/h,0.070 mR,OK
11:18:41,Detector,0.06 mR/h,0.190 mR,OK
11:18:40,Meter,1.72 mR/h,0.060 mR,OK
11:18:39,Detector,0.06 mR/h,0.190 mR,OK
11:18:38,Meter,1.72 mR/h,0.060 mR,OK
11:18:37,Detector,0.07 mR/h,0.190 mR,OK
11:18:36,Meter,1.72 mR/h,0.060 mR,OK
11:18:35,Detector,0.07 mR/h,0.190 mR,OK
11:18:34,Meter,1.59 mR/h,0.060 mR,OK
11:18:33,Detector,0.07 mR/h,0.190 mR,OK
11:18:32,Meter,1.59 mR/h,0.060 mR,OK
11:18:31,Detector,0.08 mR/h,0.190 mR,OK
11:18:30,Meter,1.53 mR/h,0.060 mR,OK
11:18:29,Detector,0.08 mR/h,0.190 mR,OK
11:18:28,Meter,1.53 mR/h,0.060 mR,OK
11:18:27,Detector,0.09 mR/h,0.190 mR,OK
11:18:26,Meter,1.53 mR/h,0.060 mR,OK
11:18:25,Detector,0.09 mR/h,0.190 mR,OK
11:18:24,Meter,1.58 mR/h,0.060 mR,OK
11:18:23,Detector,0.09 mR/h,0.190 mR,OK
11:18:22,Meter,1.52 mR/h,0.060 mR,OK
11:18:21,Detector,0.1 mR/h,0.190 mR,OK
11:18:20,Meter,1.52 mR/h,0.060 mR,OK
11:18:19,Detector,0.1 mR/h,0.190 mR,OK
11:18:18,Meter,1.52 mR/h,0.050 mR,OK
11:18:17,Detector,0.11 mR/h,0.190 mR,OK
11:18:16,Meter,1.58 mR/h,0.050 mR,OK
11:18:15,Detector,0.11 mR/h,0.190 mR,OK
11:18:14,Meter,1.58 mR/h,0.050 mR,OK
11:18:13,Detector,0.12 mR/h,0.190 mR,OK
11:18:12,Meter,1.58 mR/h,0.050 mR,OK
11:18:11,Detector,0.18 mR/h,0.190 mR,OK
11:18:10,Meter,1.58 mR/h,0.050 mR,OK
11:18:09,Detector,0.04 mR/h,0.190 mR,OK
11:18:08,Meter,1.58 mR/h,0.050 mR,OK
11:18:07,Detector,0.04 mR/h,0.190 mR,OK
11:18:06,Meter,1.64 mR/h,0.050 mR,OK
11:18:05,Detector,0.05 mR/h,0.190 mR,OK
11:18:04,Meter,1.64 mR/h,0.050 mR,OK
11:18:03,Detector,0.05 mR/h,0.190 mR,OK
11:18:02,Meter,1.64 mR/h,0.050 mR,OK
11:18:01,Detector,0.04 mR/h,0.190 mR,OK
11:18:00,Meter,1.64 mR/h,0.050 mR,OK
11:17:59,Detector,0.05 mR/h,0.190 mR,OK
11:17:58,Meter,1.64 mR/h,0.050 mR,OK
11:17:57,Detector,0.05 mR/h,0.190 mR,OK
11:17:56,Meter,1.64 mR/h,0.050 mR,OK
11:17:55,Detector,0.06 mR/h,0.190 mR,OK
11:17:54,Meter,1.64 mR/h,0.040 mR,OK
11:17:53,Detector,0.06 mR/h,0.190 mR,OK
11:17:52,Meter,1.64 mR/h,0.040 mR,OK
11:17:51,Detector,0.06 mR/h,0.190 mR,OK
11:17:50,Meter,1.64 mR/h,0.040 mR,OK
11:17:49,Detector,0.05 mR/h,0.190 mR,OK
11:17:48,Meter,1.64 mR/h,0.040 mR,OK
11:17:47,Detector,0.05 mR/h,0.190 mR,OK
11:17:46,Meter,1.64 mR/h,0.040 mR,OK
11:17:45,Detector,0.05 mR/h,0.190 mR,OK
11:17:44,Meter,1.64 mR/h,0.040 mR,OK
11:17:43,Detector,0.05 mR/h,0.190 mR,OK
11:17:42,Meter,1.64 mR/h,0.040 mR,OK
11:17:41,Detector,0.05 mR/h,0.190 mR,OK
11:17:40,Meter,1.58 mR/h,0.040 mR,OK
11:17:39,Detector,0.05 mR/h,0.190 mR,OK
11:17:38,Meter,1.58 mR/h,0.040 mR,OK
11:17:37,Detector,0.05 mR/h,0.190 mR,OK
11:17:36,Meter,1.52 mR/h,0.040 mR,OK
11:17:35,Detector,0.05 mR/h,0.190 mR,OK
11:17:34,Meter,1.52 mR/h,0.040 mR,OK
11:17:33,Detector,0.05 mR/h,0.190 mR,OK
11:17:32,Meter,1.58 mR/h,0.030 mR,OK
11:17:31,Detector,0.04 mR/h,0.190 mR,OK
11:17:30,Meter,1.58 mR/h,0.030 mR,OK
11:17:29,Detector,0.05 mR/h,0.190 mR,OK
11:17:28,Meter,1.53 mR/h,0.030 mR,OK
11:17:27,Detector,0.05 mR/h,0.190 mR,OK
11:17:26,Meter,1.53 mR/h,0.030 mR,OK
11:17:25,Detector,0.05 mR/h,0.190 mR,OK
11:17:24,Meter,1.53 mR/h,0.030 mR,OK
11:17:23,Detector,0.05 mR/h,0.190 mR,OK
11:17:22,Meter,1.53 mR/h,0.030 mR,OK
11:17:21,Detector,0.06 mR/h,0.190 mR,OK
11:17:20,Meter,1.59 mR/h,0.030 mR,OK
11:17:19,Detector,0.05 mR/h,0.190 mR,OK
11:17:18,Meter,1.59 mR/h,0.030 mR,OK
11:17:17,Detector,0.05 mR/h,0.190 mR,OK
11:17:16,Meter,1.59 mR/h,0.030 mR,OK
11:17:15,Detector,0.05 mR/h,0.190 mR,OK
11:17:14,Meter,1.59 mR/h,0.030 mR,OK
11:17:13,Detector,0.05 mR/h,0.190 mR,OK
11:17:12,Meter,1.65 mR/h,0.030 mR,OK
11:17:11,Detector,0.05 mR/h,0.190 mR,OK
11:17:10,Meter,1.65 mR/h,0.020 mR,OK
11:17:09,Detector,0.05 mR/h,0.190 mR,OK
11:17:08,Meter,1.58 mR/h,0.020 mR,OK
11:17:07,Detector,0.04 mR/h,0.190 mR,OK
11:17:06,Meter,1.58 mR/h,0.020 mR,OK
11:17:05,Detector,0.04 mR/h,0.190 mR,OK
11:17:04,Meter,1.58 mR/h,0.020 mR,OK
11:17:03,Detector,0.05 mR/h,0.190 mR,OK
11:17:02,Meter,1.63 mR/h,0.020 mR,OK
11:17:01,Detector,0.05 mR/h,0.190 mR,OK
11:17:00,Meter,1.63 mR/h,0.020 mR,OK
11:16:59,Detector,0.06 mR/h,0.190 mR,OK
11:16:58,Meter,1.56 mR/h,0.020 mR,OK
11:16:57,Detector,0.06 mR/h,0.190 mR,OK
11:16:56,Meter,1.56 mR/h,0.020 mR,OK
11:16:55,Detector,0.05 mR/h,0.190 mR,OK
11:16:54,Meter,1.56 mR/h,0.020 mR,OK
11:16:53,Detector,0.05 mR/h,0.190 mR,OK
11:16:52,Meter,1.56 mR/h,0.020 mR,OK
11:16:51,Detector,0.06 mR/h,0.190 mR,OK
11:16:50,Meter,1.56 mR/h,0.020 mR,OK
11:16:49,Detector,0.05 mR/h,0.190 mR,OK
11:16:48,Meter,1.56 mR/h,0.020 mR,OK
11:16:47,Detector,0.05 mR/h,0.190 mR,OK
11:16:46,Meter,1.51 mR/h,0.010 mR,OK
11:16:45,Detector,0.05 mR/h,0.190 mR,OK
11:16:44,Meter,1.51 mR/h,0.010 mR,OK
11:16:43,Detector,0.05 mR/h,0.190 mR,OK
11:16:42,Meter,1.51 mR/h,0.010 mR,OK
11:16:41,Detector,0.06 mR/h,0.190 mR,OK
11:16:40,Meter,1.51 mR/h,0.010 mR,OK
11:16:39,Detector,0.06 mR/h,0.190 mR,OK
11:16:38,Meter,1.42 mR/h,0.010 mR,OK
11:16:37,Detector,0.06 mR/h,0.190 mR,OK
11:16:36,Meter,1.42 mR/h,0.010 mR,OK
11:16:35,Detector,0.07 mR/h,0.190 mR,OK
11:16:34,Meter,1.42 mR/h,0.010 mR,OK
11:16:33,Detector,0.06 mR/h,0.190 mR,OK
11:16:32,Meter,1.42 mR/h,0.010 mR,OK
11:16:31,Detector,0.06 mR/h,0.190 mR,OK
11:16:30,Meter,1.37 mR/h,0.010 mR,OK
11:16:29,Detector,0.06 mR/h,0.190 mR,OK
11:16:28,Meter,1.37 mR/h,0.010 mR,OK
11:16:27,Detector,0.05 mR/h,0.190 mR,OK
11:16:26,Meter,1.37 mR/h,0.010 mR,OK
11:16:25,Detector,0.05 mR/h,0.190 mR,OK
11:16:24,Meter,1.41 mR/h,0.010 mR,OK
11:16:23,Detector,0.05 mR/h,0.190 mR,OK
11:16:22,Meter,1.41 mR/h,0.000 mR,OK
11:16:21,Detector,0.05 mR/h,0.190 mR,OK
11:16:20,Meter,0.02 mR/h,0.000 mR,OK
11:16:19,Detector,0.05 mR/h,0.190 mR,OK
11:16:18,Meter,0.02 mR/h,0.000 mR,OK
11:16:17,Detector,0.05 mR/h,0.190 mR,OK
11:16:16,Meter,0.02 mR/h,0.000 mR,OK
11:16:15,Detector,0.06 mR/h,0.190 mR,OK
11:16:14,Meter,0.02 mR/h,0.000 mR,OK
11:16:13,Detector,1.16 mR/h,0.180 mR,OK
11:16:12,Meter,0.02 mR/h,0.000 mR,OK
11:16:11,Detector,1.16 mR/h,0.180 mR,OK
11:16:10,Meter,0.02 mR/h,0.000 mR,OK
11:16:09,Detector,1.21 mR/h,0.180 mR,OK
11:16:08,Meter,0.02 mR/h,0.000 mR,OK
11:16:07,Detector,1.29 mR/h,0.180 mR,OK
11:16:06,Meter,0.02 mR/h,0.000 mR,OK
11:16:05,Detector,1.29 mR/h,0.180 mR,OK
11:16:04,Meter,0.02 mR/h,0.000 mR,OK
11:16:03,Detector,1.35 mR/h,0.180 mR,OK
11:16:02,Meter,0.02 mR/h,0.000 mR,OK
11:16:01,Detector,1.35 mR/h,0.180 mR,OK
11:16:00,Meter,0.02 mR/h,0.000 mR,OK
11:15:59,Detector,0.86 mR/h,0.180 mR,OK
11:15:58,Meter,0.02 mR/h,0.000 mR,OK
11:15:57,Detector,0.81 mR/h,0.180 mR,OK
11:15:56,Meter,0.01 mR/h,0.000 mR,OK
11:15:55,Detector,0.76 mR/h,0.180 mR,OK
11:15:54,Meter,0.02 mR/h,0.000 mR,OK
11:15:53,Detector,1.18 mR/h,0.180 mR,OK
11:15:52,Meter,0.01 mR/h,0.000 mR,OK
11:15:51,Detector,1.22 mR/h,0.180 mR,OK
11:15:50,Meter,0.02 mR/h,0.000 mR,OK
11:15:49,Detector,1.22 mR/h,0.180 mR,OK
11:15:48,Meter,0.02 mR/h,0.000 mR,OK
11:15:47,Detector,1.27 mR/h,0.180 mR,OK
11:15:46,Meter,0.02 mR/h,0.000 mR,OK
11:15:45,Detector,1.27 mR/h,0.180 mR,OK
11:15:44,Meter,0.02 mR/h,0.000 mR,OK
11:15:43,Detector,1.27 mR/h,0.180 mR,OK
11:15:42,Meter,0.02 mR/h,0.000 mR,OK
11:15:41,Detector,1.32 mR/h,0.170 mR,OK
11:15:40,Meter,0.02 mR/h,0.000 mR,OK
11:15:39,Detector,1.32 mR/h,0.170 mR,OK
11:15:38,Meter,0.03 mR/h,0.000 mR,OK
11:15:37,Detector,1.39 mR/h,0.170 mR,OK
11:15:36,Meter,0.02 mR/h,0.000 mR,OK
